title,project_description,keywords,gse,bioproject_id,bioproject_id_cohort,paper,n_samples,notes,timepoints,time_type,doses,human_atlas,human_dataset,vaccine_type,target_pathogen,target_antigen,adjuvanted,sample_source,administration_route,sequencing,organism_name,raw_data_available,train,test,atlas,translational
Intranasal delivery of NS1-deleted influenza virus vectored COVID-19 vaccine restrains the SARS-CoV-2 inflammatory response (Mouse Lung RNA-seq Data),"The emergence of SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus-2) variants and “anatomical escape” characteristics threaten the effectiveness of current coronavirus disease (COVID-19) vaccines. There is an urgent need to understand the immunological mechanism of broad-spectrum respiratory tract protection to guide broader vaccines development. In this study, we investigated immune responses induced by an NS1-deleted influenza virus vectored intranasal COVID-19 vaccine (dNS1-RBD) which provides broad-spectrum protection against SARS-CoV-2 variants. Intranasal delivery of dNS1-RBD induced innate immunity, trained immunity and tissue-resident memory T cells covering the upper and lower respiratory tract. It restrained the inflammatory response by suppressing early phase viral load post SARS-CoV-2 challenge and attenuating pro-inflammatory cytokine (IL-6, IL-1B, and IFN-γ) levels, thereby reducing excess immune-induced tissue injury compared with the control group. By inducing local cellular immunity and trained immunity, intranasal delivery of NS1-deleted influenza virus vectored vaccine represents a broad-spectrum COVID-19 vaccine strategy to reduce disease burden. To investigate the immune response generated by dNS1-RBD vaccine in C57BL/6 mouse lung, we vaccinated C57BL/6 mice and collect the lung samples to sequence for the RNA-seq data, then performed gene expression analysis using data obtained from RNA-seq of 5 different time points before and after vaccinated with dNS1-RBD vaccine. Overall design: Comparative gene expression analysis and enrichment analysis analysis of lung RNA-seq data for non-vaccinated and different time points(1,7,14,28 days post vaccinated)","sarscov2, rbd, lungs, scrnaseq, influenza, intranasal",GSE227647,946278,946278_Flu,,15,NA,1//7//44,Day,,Yes,COVID-19 vax atlas,Viral vector,SARS-CoV-2,dNS1-RBD (Influenza vector),NA,Lungs,Intranasal,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Characterizing the innate and adaptive responses of immunized mice to Bordetella pertussis infection using in vivo imaging and transcriptomics analyses,"Total transcriptome analysis of naive or vaccinated murine lungs, post-challenge with Bordatella pertussis. Mice were immunized with PBS, whole cell pertussis vaccine, acellular pertussis vaccine, and RTX (adenylate cyclase toxoid) vaccine. The mice were then infected with B. pertussis and at 1 or 6/9 days post-challenge total lung RNA was purified for RNA-seq analysis.","bordatella pertussis, whole, acellular, rtx, lungs",NA,394758,,,NA,NA,NA,,,Yes,No,Inactivated,Bordatella pertussis,"Whole, acellular",NA,Lungs,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Altered infant T cell differentiation in infection or vaccination reduces lung tissue-resident memory generation,"Infants suffer disproportionately from respiratory infections and generate reduced vaccine responses compared to adults, although underlying mechanisms remain unclear. In adult mice, lung-localized, tissue-resident memory T cells (TRM) mediate optimal protection to respiratory pathogens. We hypothesized that reduced protection in infancy was due to impaired T effector localization and/or lung TRM establishment. Using an infant mouse model we demonstrate generation of lung-homing, virus-specific T effectors following influenza infection or live-attenuated vaccination, similar to adults. However, infection during infancy generated markedly fewer lung TRM and heterosubtypic protection was reduced compared to adults. Impaired TRM establishment was infant-T cell-intrinsic and infant effectors displayed distinct transcriptional profiles enriched for T-bet-regulated genes. Notably, mouse and human infant T cells exhibited increased T-bet expression following activation and reducing T-bet levels in infant mice enhanced lung TRM establishment. Our findings reveal that infant T cells are intrinsically programmed for short-term responses and targeting key regulators could promote long-term, tissue-targeted protection at this critical life stage. Overall design: Transcriptional profiling by RNA-seq of infant and adult flu-specific mouse CD4 T cells. Project includes three biological replicates of both sample types.","influenza, lungs",GSE101696,395219,,,6,NA,NA,,,Yes,,Attenuated,Influenza,Whole,NA,Lungs,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Effect of vaccine administration routes on responses to a Bordetella pertussis outer membrane vesicle vaccine - lung,"Pulmonary immunization with an outer membrane vesicle pertussis vaccine led to improved protection and induction of a completely distinct immune response compared to subcutaneous administration. These adaptive responses were linked to early local and systemic signatures on the transcriptome level. Overall design: 23 arrays, including replicates and controls, analyzed on Affymetrix genechips","pertussis, microarray",GSE83602,326474,,,NA,NA,NA,,,Yes,,Subunit,Pertussis,Vesicle,NA,Lungs,NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Effect of vaccine administration routes on responses to a Bordetella pertussis outer membrane vesicle vaccine - lymph nodes,"Pulmonary immunization with an outer membrane vesicle pertussis vaccine led to improved protection and induction of a completely distinct immune response compared to subcutaneous administration. These adaptive responses were linked to early local and systemic signatures on the transcriptome level. Overall design: 48 samples, including replicates and controls, analyzed on Affymetrix genechips","pertussis, pulmonary, microarray",GSE83603,326478,,,NA,NA,NA,,,Yes,,Subunit,Pertussis,Vesicle,NA,Lungs,NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
High-throughput sequencing after immunization with pep27 mutant,"Purpose; The aim of this study is to find out the difference of gene expression by immunization with the pep27 mutant vaccine. Method; After immunization with the pep27 mutant vaccine, mRNA was extracted from lung and spleen. Result; Both B and T cells were activated by the pep27 mutant vaccine. Overall design: mRNA profiles of immunized group in lung and spleen were compared to the non-immunized group.","pep27, pneumococcal, spleen, lungs,",GSE93718,362195,362195_lungs,,NA,NA,NA,,,Partial,None,Subunit,Pneumococcal,Pep27,NA,Lungs,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
"Generation of a Broadly Useful Model for COVID-19 Pathogenesis, Vaccination, and Treatment","COVID-19, caused by SARS-CoV-2, is a virulent pneumonia, with >4,000,000 confirmed cases worldwide and >280,000 deaths as of May 13, 2020.  It is critical to develop and evaluate vaccines and therapeutic interventions as rapidly as possible. Mice, the ideal animal for such studies, are resistant to SARS-CoV-2. Here, we overcome this difficulty by exogenous delivery of human ACE2 with a replication-deficient adenovirus (Ad5-hACE2). Ad5-hACE2-sensitized mice developed pneumonia characterized by weight loss, severe pulmonary pathology, and high-titer virus replication in lungs. Type I interferon, T cells and, most importantly, signal transducer and activator of transcription 1 (STAT1) are critical for virus clearance and diminished disease in these mice. Ad5-hACE2-transduced mice enabled rapid assessments of a vaccine candidate, of human convalescent plasma, and of two antiviral therapies (poly I:C and remdesivir). In summary, we describe a murine model of broad and immediate utility to investigate COVID-19 pathogenesis, and to evaluate new therapies and vaccines. Overall design: We analyzed the gene expression profiles SARS-CoV-2 infected tranduced human ACE2 mouse models","sarscov2, ad5",GSE150847,633852,,,6,"VRPs expressing the SARS-CoV-2 spike protein (S), nucleocapsid protein (N), membrane protein (M), envelope protein (E) or GFP were constructed as previously described (Deming et al., 2006). Mice were primed and boosted (3 weeks after priming) with 1x105 Infectious Units (IU) of VRP-S, VRP-N, VRP-M, VRP-E, or VRP-GFP in the left footpad in 50 μL PBS or intranasally (i.n.) in 50 μL DMEM after light anesthesia with isoflurane. ",NA,,,Yes,COVID-19 vax atlas,mRNA,SARS-CoV-2,"Structural proteins, VRPs from VEEV",NA,Lungs,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Single cell transcriptional analysis reveals the effects of mucosal vaccination on mouse lung CD4 T cell compartments,"We report the results of single cell RNA sequencing (scRNA-seq) analysis on CD4+ T cells sorted from the lungs of mice vaccinated with a TB vaccine and infected with M. tuberculosis. To gain a more detailed understanding of the characteristics of the CD4 T cell response during M. tuberculosis infection and after mucosal vaccination, we performed scRNA-seq on CD4 T cells sorted from naïve and i.n. H1/ML-RR-cGAMP vaccinated infected mouse lungs at the peak of the T cell response, 3 weeks post infection. Subsets of CD4 T cells were manually annotated based on signature expression of lineage-specific transcription factor, cytokine, and cell surface markers. Overall design: Mouse lung CD4 T cells pooled from mock (PBS control) or mucosally vaccinated with H1/ML-RR-cGAMP vaccine (IN vacc) 3 weeks post M. tuberculosis infection, 3 mice pooled per sample.","scRNAseq, tuberculosis, challenge, lungs",GSE164590,691282,,,2,"Vaccine, challenge and infection",3,Week,,Yes,,Infection,Tuberculosis,,NA,Lungs,NA,scRNAseq,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Specific targeting of IL-1β activity to CD8+ T cells allows for safe use as a vaccine adjuvant,"Annual administration and reformulation of influenza vaccines is required for protection against seasonal infections. However, the induction of strong and long-lasting T cells is critical to reach broad and potentially lifelong antiviral immunity. The NLRP3 inflammasome and its product interleukin-1β (IL-1β) are pivotal mediators of cellular immune responses to influenza, yet, overactivation of these systems leads to side effects, which hamper clinical applications. Here, we present a bypass around these toxicities by targeting the activity of IL-1β to CD8+ T cells. Using this approach, we demonstrate safe inclusion of IL-1β as an adjuvant in vaccination strategies, leading to full protection of mice against a high influenza virus challenge dose by raising potent T cell responses. In conclusion, this paper proposes a class of IL-1β-based vaccine adjuvants and also provides further insight in the mechanics of cellular immune responses driven by IL-1β. Overall design: Groups: WIV alone (reference)/WIV+AddaVax (positive control)/WIV+WT IL-1b/WIV+CD8a ALN-1 Tissues/group: lungs and mediastinal lung-draining lymph nodes Biological replicates/group: 3 Samples in total: 23 Sequencing: Illumina NextSeq500 High Output 75 (two single-end runs/sample) contributor: VIB Flow Core contributor: VIB Nucleomics Core","influenza, wiv, addavax",GSE134647,555995,,,23,NA,NA,,,Yes,,Inactivated,Influenza,Whole,Addavax,Lungs,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Gene expression analysis of mouse alveolar macrophages infected with Mycobacterium tuberculosis isolated from BCG-vaccinated mice [balRNAseq],"The aim of this study was to measure the immune response of alveolar macrophages (AMs) from BCG-vaccinated mice to intracellular Mtb infection in vivo. We characterized the transcriptional profile of murine Mtb-infected AMs after aerosol infection by sorting cells from bronchoalveolar lavage fluid and performing low-input RNA-sequencing. Overall design: Mice were vaccinated sub-cutaneously with BCG-Pasteur and allowed to rest for 4 weeks. To characterize the early macrophage transcriptional response to Mtb infection, we infected mice with 2000-4000 CFU of mEmerald-H37Rv, and isolated AMs (CD45+, Zombie Violet-, CD3-/CD19-, Siglec-F+, CD11bmid, and CD64+) from BAL by fluorescence activated cell sorting at 24 hours following infection. Three populations were sorted for analysis by RNA-seq: Mtb-infected AMs (mEmerald+), bystander AMs (mEmerald-), and AMs from naïve mice.","BCG, subcutaneous, BAL lungs",GSE212202,874453,,,6,NA,?,,,Yes,MSigDB,Attenuated,Tuberculosis,BCG,No,"Lungs (BAL, macrophages)",Subcutaneous,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
